,Steming,Label
1506,tum pssi erick thohir resmi tim bubar sama hadir presiden presiden jokowi berat hati gagal indonesia tuan rumah piala dunia bawa dampak rugi ekonomi mental main suporter,negatif
1507,erick thohir resmi bubar panpel piala dunia ajar bangsa ajar bangsa terima kasih juang ttp semangat,positif
1508,paguyuban suporter timnas indonesia psti pssi buka kait sebab fifa batal indonesia tuan rumah piala dunia,positif
1509,erick untung batal indonesia tuan rumah piala dunia apresiasi persepsi positif masyarakat tingkat,positif
1510,piala dunia batal nasib main timnas indonesia bagus situasi akmal marhali solusi mang bijak sepak bola indonesia,negatif
1512,komisi dpr tunda rapat pssi kait batal piala dunia indonesia rapat batal erick thohir negeri,negatif
1513,tum pssi tinggal diam indonesia batal tuan rumah piala dunia solusi baik sepakbola indonesia,positif
1514,daftar negara batal tampil piala dunia gara gara fifa via,netral
1515,tragedi kanjuruhan pusat perhati dunia indonesia tuan rumah piala dunia fifa perintah anggap selesai fifa liga jalan aman hindar tragedi,positif
1516,indonesia fifa coret negara tuan rumah piala dunia fifa resmi cabut status indonesia tuan rumah piala dunia rabu maret,netral
1517,akrab gibran silaturahmi kerja singgung hubung ganjar pasca beda dapat kait piala dunia gibran komentar nggak mbahas komunikasi lancar mas,netral
1518,publik salah gubernur jawa jateng ganjar pranowo batal piala dunia indonesia bukti ganjar korban,netral
1519,serang hari fifa copot status tuan rumah indonesia piala dunia,negatif
1520,erick thohir laku bubar tim loc panitia piala dunia,netral
1521,media sosial ganjar pranowo banjir protes main timnas mata najwa ganjar komentar komentar lengkap mata najwa ganjar pranowo piala dunia wib website narasi youtube najwa shihab mata najwa,negatif
1522,erick thohir temu fifa indonesia sanksi gagal tuan rumah piala dunia dunia tuanrumah,negatif
1523,moga indonesia ganti peru tuan rumah piala dunia lipur lara kecewa batal piala dunia,negatif
1524,harap tuan rumah piala dunia,positif
1525,batal gelar piala dunia indonesia tinggal rugi milik hotel rajin souvenir kena dampak,negatif
1526,rugi indonesia gagal gelar piala dunia,negatif
1527,seru piala dunia suara tolak trhdp timnas israel piala dunia kencang timnas irak messi tolak timnas israel,negatif
1528,sanksi indonesia batal tuan rumah piala dunia sampe deh indonesia dapet sanksi berat fifa doa,positif
1529,erick thohir santai indonesia batal tuan rumah piala dunia ogah salah,negatif
1530,jokowi aku pusing piala dunia batal erick thohir,netral
1531,ketua partai pkb muhaimin iskandar tanggap gagal indonesia tuan rumah piala dunia cak imin hikmah petik gagal indonesia tuan rumah piala dunia,negatif
1532,lepas batal indonesia tuan rumah piala dunia saksi juang jokowi erick thohir indonesia host piala dunia,negatif
1533,muncul narasi media sosial tim nasional israel coret partisipasi piala dunia akibat serang tentara israel stadion palestina fakta,negatif
1534,gantung hebat nego pssi fifa bawa jamin jokowi trust issue fifa indonesia fifa kecewa berat indonesia aneh fifa batal piala dunia,positif
1535,hubung jokowi pdi renggang gara gara piala dunia batal indonesia,netral
1536,rugi gagal piala dunia capai rp psi ulang bodoh,negatif
1537,juang tum pssi juang venue lolos verifikasi fifa juang indonesia tuan rumah piala dunia beliau juang sanksi berat fifa,negatif
1538,nilai nilai muncul tum pssi upaya beliau juang lobi fifa indonesia tuan rumah piala dunia apresiasi semangat indonesia,positif
1539,piala dunia batal stadion gbt gelar big match baya vs arema,netral
1540,ketua partai demokrat ahy sesal gagal piala dunia rugi indonesia,negatif
1541,resmi bubar panpel piala dunia dukung presiden maksimal ajar bangsa ajar bangsa putus fifa coret indonesia nyata pahit,netral
1543,ketua partai demokrat agus harimurti yudhoyono indonesia mengelurakan uang sumber pajak rakyat baik sarana prasarana tuan rumah piala dunia ahy,positif
1544,ketua pssi erick thohir resmi bubar panitia laksana piala dunia via,netral
1547,temu video edar nyata jokowi copot ganjar wayan jabat akibat batal selenggara piala dunia indonesia amanda guru jas,netral
1549,kerja keras sia tolak fifa batal indonesia tuan rumah piala dunia,negatif
1550,simak nihhh sanksi batal indonesia tuan rumah piala dunia rem seremmm bangett guyss bahaya bangett sepak bola indonesia,netral
1551,presiden jokowi lontar curah hati pasca batal indonesia tuan rumah piala dunia,netral
1552,cinta palestina lebih gelar piala dunia palestina,positif
1553,efek samping batal indonesia tuan rumah piala dunia konflik internal pdip elektabilitas prabowo anjak,negatif
1554,amat info indonesia batal tuan rumah piala dunia bocor orang istana minggu,negatif
1555,laptop rhekondhisi malang lintang sbgi buzer gp plus afiliasi pdip angkat isyu dadak palestina tolak piala dunia hasil bin sukses habitat kontra kadrunisme job desk tradition wkwkwk,positif
1556,anda tolak tolak masyarakat indonesia nikmat hasil upaya perintah pssi selenggara piala dunia,positif
1557,batal timnas indonesia tampil ajang piala dunia main putus pulang kampung halaman salah satu daffa fasya sumawijaya mudik main obrog obrog via,positif
1558,ceokalteng putraagustiar sabranmeyakini tum pssi solusi sepak bola indonesia piala dunia batal yes semangat optimistis,positif
1559,indonesia batal tuan rumah piala dunia fifa batal peru tuan rumah piala dunia,netral
1560,perintah israel komentar batal indonesia tuan rumah piala dunia sob,positif
1561,jg jokowi mas sengaja korban mslh piala dunia,netral
1562,sayang calon mas capres mlhan mas ganjar dikorbanin urus piala dunia,negatif
1563,presiden jokowi resmi bubar timnas indonesia batal gelar piala dunia pasti shin tae yong sesi latih timnas indonesia timnas indonesia stadion utama gelora karno jakara sabtu,positif
1564,jelas ali ngabalin perintah pssi sisi tuan rumah piala dunia,positif
1565,poin poin cabut peru tuan rumah piala dunia,netral
1567,ali sayang batal gelar piala dunia indonesia jokowi erick thohir juang fifa batal tolak tahu,negatif
1568,batal tampil piala dunia polri terima punggawa timnas minat polisi,positif
1571,jokowi erick thohir juang keras selenggara piala dunia indonesia tolak,negatif
1572,tolong wakanda negeri wakanda korupsi rajalela infrastruktur mangkrak tuan rumah piala dunia gagal palestina bawa bawa infrastruktur ngak wakanda pandai main isu nutupi gagal main isu pandai cuci tangan,netral
1573,smua keras laksana piala dunia indonesia erick jg juang maksimal fifa konsekuesinya tunduk putus ttp semangat,positif
1574,jamiluddin ritonga amat komunikasi politik esa unggul sebut erick thohir oleh untung batal indonesia tuan rumah piala dunia,positif
1575,koruptor raja lela sok piala dunia ambyar,negatif
1576,timnas israel piala dunia adi napitupulu singgung panjang jabat presiden timnas israel piala dunia adi napitupulu singgung panjang,netral
1577,heboh piala dunia cuan fifa pildun berapatriliun,netral
1578,beda alas batal tuan rumah piala dunia peru indonesia,netral
1582,pasti jokowi erick thohir juang keras laksana piala dunia indonesia fifa tolak alas selenggara tanding,negatif
1583,hubung libat atlet israel indonesia diterimaakibat bacot koster ganjar cs thdp piala dunia kemarin suara bisu pura pura picek,negatif
1585,status indonesia tuan rumah piala dunia resmi cabut ketua fifa tolak keikutsertaan timnas israel piala dunia,netral
1587,batal piala dunia indonesia saja rugi,negatif
1588,susul batal piala dunia indonesia tim nasional indonesia resmi bubar sabtu april kemarin,netral
1589,juang erick thohir piala dunia nilai buah hasil,positif
1590,gus muhaimin indonesia batal tuan rumah piala dunia sesak dada,netral
1591,simak alas fifa batal indonesia tuan rumah piala dunia,netral
1592,austria kalah play off piala eropa ganti posisi israel piala dunia argentina,negatif
1593,gagal gelar piala dunia zaki mubarok elektabiltas erick thohir layu kembang,positif
1594,erick thohir usaha maksimal selesai tolak akibat indonesia copot tuan rumah piala dunia status indonesia tuan rumah resmi cabut fifa berat hati tum pssi,positif
1595,panas jelang piala dunia,positif
1596,baca tempo pssi jujur buka buka kait sebab indonesia tuan rumah piala dunia tutup tutup dikambinghitamkan moga,positif
1597,tulis padnya meisra liana indonesia resmi batal tuan rumah piala dunia kabar umum fifa nyata resmi rabu susul temu presiden fifa gianni infantino,netral
1598,temu parpol penting rakyat penting politik gagal ada piala dunia indonesia ubah benak koalisi pemerintahmgkn salah bgm,positif
1599,ri tuan rumah piala dunia simak cerita kecewa ikm buat suvenir kelola hotel,negatif
1600,indonesia batal tuan rumah piala dunia gilir fifa batal peru tuan rumah piala dunia via,netral
1603,gelar piala dunia batal gelar negeri fifa putus cabut status indonesia tuan rumah tim besut shin,positif
1604,jaga amanah presiden upaya indonesia kucil fifa ketua pssi erick thohir jaga amanah titip presiden joko widodo fifa batal helat piala dunia rencana hadir undang fifa council,positif
1605,batal tuan rumah panitia lokal piala dunia resmi bubar,netral
1606,argentina tunggu tuan rumah piala dunia,netral
1607,selenggara piala dunia perintah keluar uang triliun rupiah batal piala dunia dampak kepada sanksi berat dari fifa saat perintah pssi juang sepakbola luar sibuk bersih nama,negatif
1608,gagal tanding piala dunia bantu umkm beli merchandise piala dunia juaraga courage store at fx sudirman floor,positif
1609,batal piala dunia peru ketidakmampuan penuh komitmen infrastruktur pada batal piala dunia indonesia cuman due to the current circumstances,positif
1610,komisi dpr ri gelar rapat pssi besok rapat bahas batal indonesia tuan rumah piala dunia,netral
1611,posisi indonesia tuan rumah piala dunia alami gagal mendapa apresiasi masyarakat indonesia upaya maksimal kerja keras ketua pssi erick thohir,negatif
1612,upaya maksimal kerja keras ketua pssi erick thohir posisi indonesia tuan rumah piala dunia alami gagal apresiasi positif masyarakat indonesia,positif
1613,tum pssi erick thohir bubar panitia laksana piala dunia alam berat harap jadi dewasa,positif
1614,penting golong parpolnya koster ganjar korban penting bangsa gagal impi jokowi jadi nkri tuan rumah piala dunia piala dunia olimpiade jokowi pahlawan nkri koster megawati ganjar antitesa jokowi,positif
1615,tuan rumah piala dunia fifa mudah hendak allah swt terima ajar presiden jokowi,negatif
1616,terima kasih dukung parsitipasi team masyarakat indonesia sukses piala dunia laksana harap ajar bangsa,positif
1617,fifa piala dunia batal indonesia versi the guardian,netral
1618,piala dunia batal perintah fokus usut tragedi kanjuruhan,negatif
1619,dukung gubernur jawa ganjar pranowo maju pilpres alir akun instagramnya serbu netizen imbas indonesia batal tuan rumah piala dunia arbani new york moeldoko,positif
1621,ketua pssi erick thohir juang jalan amanat presiden jokowi sepak bola indonesia kena sanksi berat fifa pasca putus batal posisi indonesia tuan rumah piala dunia,negatif
1622,milik klub sepak bola kalteng putra agustiar sabran ketua pssi erick thohir milik solusi sepak bola indonesia pasca batal posisi indonesia tuan rumah selenggara piala dunia,positif
1623,ganjar pranowo sesal tolak israel piala dunia jurus najwa shihab salah mas,negatif
1624,amat komunikasi politik universitas esa unggul jamiluddin ritonga menteri bumn erick thohir persepsi positif masyarakat nilai ubah maksimal lobi fifa kait piala dunia,positif
1626,pasca batal posisi indonesia tuan rumah piala dunia ketua pssi erick thohir pilih fokus lobi fifa sepak bola indonesia kena sangsi berat banding bidding piala dunia,negatif
1627,muhaimin iskandar sedih gagal indonesia tuan rumah piala dunia,negatif
1628,batal indonesia tuan rumahpiala dunia ungkap,netral
1629,arah presiden agenda rencana piala dunia rencana sikap perintah dukung acara olah raga luar politik negeri israel jebak,positif
1630,konsisten tolak atlet israel world beach lupa vokal tolak ajang piala dunia fifa kemarin politikus kecut konsisten putus politik,negatif
1631,amat sepakbola indonesia akmal marhali prediksi sikap fifa indonesia batal gelar piala dunia prediksi federasi sepakbola dunia fifa indonesia sanksi,netral
1632,ketua pkb muhaimin iskandar cak imin sesal batal piala dunia indonesia,negatif
1633,semangat ganjar berita bicara piala dunia tuju ganjar maju rambut beliau rapi awat,positif
1634,pssi cipta kalah cundang sedih ngapain sedih lolos piala dunia kompetisi tuan rumah anda bulan timnas negara malu,negatif
1635,indonesia gagal tuan rumah piala dunia,negatif
1636,koster ganjar dpp pdip moga paham batal kepada laksana indonesia yan koster denger jelas erick thohir piala dunia indonesia batal intervensi kepala daerah,positif
1638,ganjar salah ikut komen piala dunia oposisi ambil ksmptan emas amien rais durian runtuh lucu durian jatuh timpa kepala sndri,positif
1639,indonesia batal tuan rumah piala dunia erick thohir untung sukses laku,positif
1640,populer buruh demo tolak uu cipta kerja usaha gigit jari ri batal gelar piala dunia,positif
1641,effek rasa cinta bola tanah air tonton langsung helat akbar piala dunia tanah air akibat tolak ganjar koster arah hasto sirna tonton berkwalitas pildun gagal total,negatif
1642,patah semangat presiden jokowi damping tum pssi temu anggota timnas gagal laga piala dunia beliau timnas milik sempat ajang siap perintah,positif
1643,sebab batal indonesia tuan rumah piala dunia ganjar timpal buntung gempor,positif
1644,amat piala dunia batal indonesia,netral
1645,indonesia habis rp miliar renovasi stadion piala dunia indonesia usaha pantas rombak besar enam stadion venue tanding sia sia indonesia batal mjd tuan rumah,negatif
1646,koordinator save our soccer sos amat sepak bola akmal marhali saran perintah kirim tim nasional timnas negeri anak anak asuh shin tae yong gagal laga piala dunia,netral
